Sub_Before,Tense,Complement,Reading,left,buinn,right,source,year
No,,NULL,Fixed,fni. Legg þú í fagra finnskjóðu niður glys þitt og föt gulli,búin,"; skal ei góðum gersemum ræna, þér ann eg bauga bezt að njóta. Allar skaltu h",(kotludraumur),
No,,NULL,Fixed,"skorin fimlega, með gráskinnum undir, en guðvefjum yfir, og",búin,"í skaut brenndu gulli. Mér bauð Álfvör, að eiga skyldi hnossir sínar, ef eg",(kotludraumur),
No,,NULL,Fixed,ker búið af skíra gulli.. En í öndvegi æðra hvíldi seimnjótr,búinn,"silkiklæðum, á honum tók albjört kona; og svo kærlega Kára hún vakti. Hvað",(kotludraumur),
No,Samsett,NULL,,"g Kötlu sína - verður öll að tjá vor tíðindi: ""Þegar skal eg",búin,"þér að fylgja, hlaðgefn, ef þú vilt, heim í dyngju."" Þar sá eg hennar húsaky",(kotludraumur),
No,PRS,NULL,,ndluðu horn gullbúin; stóð fyrir mönnum í miðjum sal skapker,búið,"af skíra gulli.. En í öndvegi æðra hvíldi seimnjótr búinn silkiklæðum, á hon",(kotludraumur),
No,,NULL,Fixed,"að heimili, þigg að mér kyrtil þenna."" Hann var allur hlöðum",búinn,og skorinn af nýju skarlati. Þorvarður þakkar honum gjöfina. Eysteinn mælti,(krakunef),
No,,NULL,Fixed,rra. Fór þá seglið útbyrðis með öllum sínum reiða og við því,búið,að hvelfa mundi skipinu. Drógu þeir Refur þá upp segl sitt og voru brátt mjö,(krokaref),1350
No,,NULL,,"ið Þorbjörn búa sinn og mælti: ""Þanninn er farið að þú hefir",búið,í grennd við mig tvo vetur og hefir okkar verið í milli heldur vel en illa e,(krokaref),1350
No,,NULL,Fixed,og vígamaður mikill og hinn mesti ójafnaðarmaður. Hann hafði,búið,í öllum landsfjórðungum. Höfðingjar og öll alþýða höfðu þenna mann brott ger,(krokaref),1350
No,,NULL,Fixed,"itið búi voru og munu fáir svo fyrir vinna."" Þengill mælti: """,Búið,var við að vér mundum lítið fá af veiðiskap þessum ef ekki hefði Refur hinn,(krokaref),1350
No,PST,NULL,,nn. 13. kafli Og um vorið býr Bárður skip sitt og er það var,búið,"gekk hann á konungs fund og mælti: ""Herra,"" sagði hann, ""hafið þér nokkuð hu",(krokaref),1350
No,,NULL,svo búið,k slyppur heim. 7. kafli Það var einn aftan er hann gekk svo,búinn,heim sem hann var vanur. Refur gat að líta fram á nesið hvar hvítabjörn var,(krokaref),1350
No,PST,NULL,,"ingað til mín."" Var þar lagður á söðull á annan en annar var",búinn,með töskur. Voru þar í gripir góðir. Refur tók þá og góð klæði. Þótti hann,(krokaref),1350
Yes,PST,NULL,,"m varningi, svörð og tönn og skinnavöru. Og þegar skipið var",búið,halda þeir því norður í þann fjörð er þar er næstur og lögðu þar skipinu í e,(krokaref),1350
Yes,PST,NULL,,ðrum fegnir. Bjuggust þeir síðan til hafs og þegar þeir voru,búnir,sigldu þeir á haf. Þeir höfðu útivist langa og hæga. Þeir tóku Noreg um hau,(krokaref),1350
No,,NULL,Fixed,p séð og á því skipi fór hann til Grænlands og er hann hafði,búið,þar nokkura vetur var kveikt um hann illmæli mikið og hefndi hann þess svo r,(krokaref),1350
No,,NULL,Fixed,ein í millum sú er skildi lönd þeirra. En er Þorbjörn hafði,búið,þar um stund þá tók fénaður hans að leggjast í land Steins því að hann átti,(krokaref),1350
No,,NULL,svo búið,"af landnámi Sæmundar að ólofi hans, og lét Sæmundur það svo",búið,vera. Úlfljótur hét maður; hann nam Langaholt allt fyrir neðan Sæmundarlæk.,(landnama),
No,PST,NULL,,g hárfagra og bjóst af því til Íslandsferðar. En er hann var,búinn,", sendi Haraldur konungur menn til hans, og var tekinn af lífi, en Ásgerður",(landnama),
No,PRS,NULL,,"li, er Bryndælir eru frá komnir. Nú eru taldir þeir menn, er",búið,"hafa í landnámi Ingólfs, vestur frá honum. Maður hét Ávangur, írskur að kyni",(landnama),
Yes,PST,NULL,,"steins. Hún lét þá gera knörr í skógi á laun, en er hann var",búinn,", hélt hún út í Orkneyjar; þar gifti hún Gró, dóttur Þorsteins rauðs; hún va",(landnama),
Yes,PST,NULL,,"en Ingólfur félagsfé þeirra, og lögðu til hafs, er þeir voru",búnir,". 6. kafli Sumar það, er þeir Ingólfur fóru til að byggja Ísland, hafði Hara",(landnama),
No,,NULL,vel búið,"Hjaltdælalaut. En er þeir gengu á þingið, voru þeir svo vel",búnir,", að menn hugðu, að Æsir væri (þar) komnir. Þar um er þetta kveðið: Manngi h",(landnama),
No,,NULL,Live,"sá menn, að skriða mikil hljóp á bæ þann, er Loðmundur hafði",búið,"á. Eftir það settist hann upp og tók til orða: ""Það er álag mitt, að það ski",(landnama),
No,,NULL,Fixed,"ir Áleifi ál ok verju. Svá skal verða, ef vér lifum, við böl",búinn,"Böggvir höggvinn. Þar af gerðist Svarfdæla saga. Karl hét maður, er nam Str",(landnama),
No,,NULL,Fixed,"Hámundur land milli Reistarár og Hörgár, en hann hafði áður",búið,í Þorvaldsdal. Geirleifur hét maður; hann nam Hörgárdal upp til Myrkár; hann,(landnama),
No,,NULL,Fixed,fir síðan heitið. Þeir Flóki ætluðu brutt um sumarið og urðu,búnir,"litlu fyrir vetur. Þeim beit eigi fyrir Reykjanes, og sleit frá þeim bátinn",(landnama),
No,,NULL,svo búið,a við sitt líflát. Engu lét Halldór ræna og fór heim við svo,búið,. Vel lét Þorgerður yfir þessu verki og þótti minning sjá betri en engi. Þett,(laxdal),1250
No,,NULL,vel búið,á pallinum í búðinni. Sú kona var væn og stórmannleg og vel,búin,. Vita þóttist hann að þar mundi vera Þorgerður dóttir Egils. Ólafur gengur a,(laxdal),1250
No,,NULL,svo búið,"ar fáskiptinn hversdagla, óþýður við flesta. En hann var svo",búinn,jafnan að hann hafði skarlatskyrtil rauðan og gráfeld ystan og bjarnskinnsh,(laxdal),1250
No,,NULL,svo búið,"ber."" Þorkell kvað svo vera skyldu og skiljast þeir við svo",búið,. Fór Þorkell vestur yfir Breiðafjörð og til skips. Hann flutti Grím utan með,(laxdal),1250
No,,NULL,svo búið,r skyldi gera um þetta þeirra í milli. Skildust þeir við svo,búið,. Fór Þorsteinn heim en Ljótur býður þeim Bolla heim með sér og það þiggur ha,(laxdal),1250
No,,NULL,svo búið,undan eirt fjandskap yðrum. Skal nú því lýsa að eigi mun svo,búið,"hlýða."" Þá svarar Guðrún máli hans og mælti: ""Þann seyði raufar þú þar Kjart",(laxdal),1250
No,PST,NULL,,asta dag boðsins var Unnur flutt til haugs þess er henni var,búinn,. Hún var lögð í skip í hauginum og mikið fé var í haug lagt með henni. Var,(laxdal),1250
No,PST,NULL,,"u."" Síðan gengu þeir Ósvífurssynir í jarðhús það er þeim var",búið,á laun en þeir Þórhöllusynir voru sendir út til Helgafells að segja Snorra g,(laxdal),1250
No,PST,NULL,,ngur ferma með viði og búa með öllum reiða. Og er skipið var,búið,"lætur konungur kalla á Ólaf og mælti: ""Þetta skip skaltu eignast Ólafur. Vil",(laxdal),1250
No,PST,NULL,,ún munuð hafa við talast og svo hefi eg spurt hversu hún var,búin,"að hún hefði nú faldið sig við motrinum og semdi einkar vel."" Kjartan svarar",(laxdal),1250
No,PST,NULL,,"ar til búðar Egils."" Höskuldur bað hann því ráða. Ólafur var",búinn,á þá leið að hann var í skarlatsklæðum er Haraldur konungur hafði gefið hon,(laxdal),1250
No,PRS,NULL,,a stórmennsku. Eftir það býr Ólafur ferð sína. Og er hann er,búinn,og byr gefur þá siglir Ólafur á haf og skiljast þeir Haraldur konungur með,(laxdal),1250
Yes,PST,NULL,,ls verður. Unnur heldur skipinu í Orkneyjar þegar er hún var,búin,. Þar dvaldist hún litla hríð. Þar gifti hún Gró dóttur Þorsteins rauðs. Hún,(laxdal),1250
Yes,PST,NULL,,lar að sækja sér kirkjuvið og siglir þegar á haf er hann var,búinn,. Hann hafði hægja útivist og eigi allskamma. Taka þeir Noreg norðarla. Þá s,(laxdal),1250
Yes,PRS,NULL,,annar í Sælingsdal. Þórður hinn lági fer heim þegar hann er,búinn,. Hina næstu nótt eftir gerði á æðiveður. Rak þá ísinn allan að landi. Hélt,(laxdal),1250
Yes,PST,NULL,,Hann kaupir skip er uppi stóð í Dögurðarnesi. En er hann var,búinn,með öllu sté hann á skip út og kona hans og annað skuldalið. Skip það verðu,(laxdal),1250
No,,NULL,vel búið,"lti: ""Þú ert sundfær vel eða ertu að öðrum íþróttum jafn vel",búinn,"sem að þessi?"" Kjartan svarar og heldur seint: ""Það var orð á þá er eg var",(laxdal),1250
No,,NULL,Fixed,i koma til Þorsteins á Háls og fá þar góðar viðtökur. Er þar,búin,veisla fríð. 85. kafli Nú er að segja frá Helga að hann kemur heim á Skeið o,(laxdal),1250
No,,NULL,Fixed,Hrappsstöðum um vorið eftir og er hann hafði þar litla hríð,búið,þá tók hann ærsl og dó litlu síðar. Nú á Vigdís móðir hans að taka þar ein f,(laxdal),1250
No,,NULL,svo búið,en áður. Þetta lét Kjartan á sig bíta og vildi eigi hafa svo,búið,". Ólafur mælti: ""Láttu þetta ekki á þig bíta. Hafa þeir sýnt ekki góðan prett",(laxdal),1250
No,,NULL,svo búið,ur lést eigi mundu sitja að fé sínu. Fer Þórður heim við svo,búið,. Eigi miklu síðar getur Þórður að líta hvar graðungurinn hefir brotið niður,(laxdal),1250
No,,NULL,svo búið,l móts við Herjólf. Hrúti líkar illa og reið í brott við svo,búið,". Allir frændur Hrúts gera sæmilega til hans, aðrir en Höskuldur. Hrútur bjó",(laxdal),1250
No,,NULL,Fixed,nnt hvar sem hann gekk til skytninga að menn hans voru betur,búnir,að klæðum og vopnum en annað bæjarfólk. Hann skaut og einn fyrir sveitunga,(laxdal),1250
No,Samsett,NULL,,"ð vísu vilja semja við Höskuld, kvaðst þess löngu hafa verið",búinn,að þeir semdu sína frændsemi eftir því sem vera ætti ef Höskuldur vildi hon,(laxdal),1250
No,,NULL,Fixed,a mundir þú fegri spár í þessu máli ef svo væri í hendur þér,búið,af mér en haf þó þökk fyrir er þú hefir ráðið draumana. En mikið er til að h,(laxdal),1250
No,,NULL,Fixed,lambhaga við Laxá. Höskuldi líkar þetta vel er hann vill um,búið,annast. Síðan reið Höskuldur til þings en snúið var að brullaupi á Lambastöð,(laxdal),1250
No,,NULL,Fixed,akið hafði hann bónorð við hana þá er hún hafði skamma stund,búið,en Melkorka tók því fjarri. Skip stóð uppi á Borðeyri í Hrútafirði. Örn hét,(laxdal),1250
No,,NULL,vel búið,einn nefndur með Ólafi til ferðarinnar. Þetta lið var allvel,búið,. Haraldur konungur og Gunnhildur leiddu Ólaf til skips og sögðust mundu legg,(laxdal),1250
No,,NULL,svo búið,réðst nú í sveit með kaupmönnum en Starri ríður heim við svo,búið,. Nú er að segja frá Bolla. Hann hugsar nú efni þeirra Þórólfs og þykir eigi,(laxdal),1250
No,,NULL,svo búið,um skjaldarsporði. Ólafur gekk þá fram í stafninn og var svo,búinn,að hann var í brynju og hafði hjálm á höfði gullroðinn. Hann var gyrður sve,(laxdal),1250
No,,NULL,vel búið,hversu fríður maður hann var og fyrirmannlegur. Hann var vel,búinn,að vopnum og klæðum. 23. kafli - Kvonfang Ólafs Höskuldssonar Það er sagt e,(laxdal),1250
No,,NULL,Fixed,eg skuli bera af einhleypingi einum þótt hann sé vel að sér,búinn,"."" ""Þú munt þessu ráða,"" segir Eiður, ""en ekki kemur mér það á óvart þótt þú",(laxdal),1250
No,,NULL,Fixed,í hvítavoðum. Síðan leið til Þórsnessþings. Voru þá mál til,búin,á hendur þeim Ósvífurssonum og urðu þeir allir sekir. Var gefið fé til að þe,(laxdal),1250
No,,NULL,Live,ifð sinni og búi. Er sá bær við hann kenndur er Kollur hafði,búið,á. Hann var kallaður síðan á Höskuldsstöðum. Brátt varð Höskuldur vinsæll í,(laxdal),1250
No,Samsett,NULL,,aka þau tal saman. Segir Kjartan þá Ingibjörgu að hann hefir,búið,"ferð sína til Íslands. Þá svarar hún: ""Meir ætlum vér Kjartan að þú hafir ge",(laxdal),1250
No,,NULL,Fixed,ði gefið honum. Hann hafði á höfði hjálm gullroðinn og sverð,búið,í hendi er Mýrkjartan konungur hafði gefið honum. Nú ganga þeir Höskuldur og,(laxdal),1250
No,,NULL,Fixed,ni. Leggur Ólafur til óhneppilega að þriðjungi og er veislan,búin,með hinum bestu föngum. Var mikið til aflað þessar veislu því að það var ætl,(laxdal),1250
No,,NULL,Fixed,"ef þú berð þetta sverð."" Það var hinn virðulegsti gripur og",búið,mjög. Kjartan þakkaði konungi með fögrum orðum alla þá sæmd og virðing er ha,(laxdal),1250
No,,NULL,Fixed,ðan og gullhring og skikkju. Var í henni hið dýrsta klæði og,búin,öll þar er bæta þótti. Allir voru gripirnir mjög ágætir. Þá mælti Guðmundur:,(laxdal),1250
No,Samsett,NULL,,nn rak eigi þessa réttar. Um vorið eftir þá er Þorkell hafði,búið,skip sitt fer hann suður um Breiðafjörð og fær sér þar hest og ríður einn sa,(laxdal),1250
No,Samsett,NULL,,"essar jartegnir."" Og enn mælti Melkorka: ""Heiman hefi eg þig",búið,svo sem eg kann best og kennt þér írsku að mæla svo að þig mun það eigi skip,(laxdal),1250
No,Samsett,NULL,,að heima mundi eftir hafa orðið moturinn eða hún mundi hafa,búið,um óvarlega og fellt niður. Hrefna sagði nú Kjartani að moturinn var horfinn,(laxdal),1250
No,,NULL,svo búið,Ólafs frænda síns og segir honum að hann vill eigi hafa svo,búið,við Þorleik og bað hann fá sér menn til að sækja heim Þorleik. Ólafur svarar,(laxdal),1250
No,FUT,NULL,,"Dökkvir munu þá fjandans flokkar færaz nær með ópi ok kæru,",búnir,"mik at brenna ok skeina, bíta, kremja, rífa ok slíta. Mun þú þetta, enn dyr",(lilja),
No,,NULL,svo búið,"ið bar. En hann svarar: ""Heldur þykir mér þunglega horfa svo",búið,"."" Síðan mælti Einar við Sörla: ""Nú mun eg hyggja ráð fyrir þér. Maður heitir",(ljosvetn),1220
No,,NULL,svo búið,"r."" Síðan hitti Koðrán Hlenna fóstra sinn og sagði honum svo",búið,"""og mun eigi sannleg vörnin ef eg skal rænast arfinum?"" Hlenni svarar: ""Eigi",(ljosvetn),1220
No,PST,NULL,,"ar: ""Eg ætla að þeim þyki eigi til öls boðið en þó voru þeir",búnir,"er eg fór."" Og er hann kom fram hjá þeim þá hljóp hann þegar aftur hjá hest",(ljosvetn),1220
No,PST,NULL,,"m þínum þá mun eg nú eigi hlýða þeim."" Og voru hinir þá eigi",búnir,. Einar sá þá og þótti búið til mikils voða og leitaði sér fangaráðs og reið,(ljosvetn),1220
No,Samsett,NULL,,Og er sendimaður kom var hann að höfuðþvætti og kvaðst eigi,búinn,". Þá mælti Guðrún: ""Satt var það að Þorkell hákur var mér skyldur en eigi þé",(ljosvetn),1220
No,,NULL,Fixed,"atgervi sína ""og farið til Austmenn."" En þeir urðu eigi við",búnir,". Þá sagði Hallur: ""Eg em eigi sparandi til og fáið mér snærið."" Síðan fór h",(ljosvetn),1220
No,,NULL,Fixed,kkjuna? Væri það víst góður gripur ef eigi hefðu vélar undir,búið,"."" Guðmundur mælti: ""Kasta þú niður skikkjunni ef þú vilt. Fyrr skal hún fúna",(ljosvetn),1220
No,PRS,NULL,,"usár í enninu og blæddi mikið. Þá spratt hann upp og mælti: """,Búinn,"em eg að berjast."" Þá mælti Þorsteinn skuldarmaður: ""Nú mun eg í brott Hösk",(ljosvetn),1220
No,,NULL,Fixed,og gaf Þorkell upp Guðmundi mál það er hann hafði rangt til,búið,er hann sótti í Norðlendingafjórðung þá er hann átti í Austfirðingadóm að sæ,(ljosvetn),1220
No,Samsett,NULL,Fixed,ættir. Eyjólfur kvaðst óráðinn til að bæta fé. En þeir höfðu,búið,málið á hendur Eyjólfi með hálfan hinn fimmta tug manna. Hrólfur bað sér lið,(ljosvetn),1220
No,,NULL,Fixed,en hann er nú heimamaður minn. En Guðmundur hinn ríki hefir,búið,málið til Vöðlaþings. Kann það vera að hann hafi eigi það íhugað að hann er,(ljosvetn),1220
No,,NULL,Fixed,r eigi það ólíklegt að oft standist ráð yður kvenna og látið,búinn,"náttverð nokkurum mönnum í kveld"" og spratt upp. Hún svarar: ""Eg skal það a",(ljosvetn),1220
No,,NULL,Fixed,i ofsa Eyjólfs að hann mun norður hingað leita. Verum þá við,búnir,"og leynum Þorvarð."" Það er sagt það sumar að Eyjólfur átti samkomu í héraði",(ljosvetn),1220
No,,NULL,Fixed,örmuðu menn það mjög. Hann var færður inn til Eyjafjarðar og,búið,vel um hans líkama. 25. kafli Síðan er sagt frá Ljósvetningum að Þorkell Hal,(ljosvetn),1220
No,,NULL,Fixed,"u hafa fjölmenni. ""Er það satt,"" segir Guðmundur, ""að til sé",búið,"vígsmálið og Sölmundur óhelgaður?"" Þorgeir mælti: ""Það er vegur og munum við",(ljosvetn),1220
No,,NULL,svo búið,"óþekkur og engi héraðsbót að honum."" Skildust þeir þá að svo",búnu,. En er menn komu á Vöðlaþing var Guðmundur allfjölmennur. Þórir Helgason var,(ljosvetn),1220
No,,NULL,svo búið,kvað þá eigi orðið hafa sem hann vildi og reið heim við svo,búið,. En tveim nóttum síðar spurði hann að þeir höfðu eigi út látið og sagði reið,(ljosvetn),1220
No,,NULL,svo búið,"""Slíkt grunaði mig."" Eyjólfur segir: ""Eigi er förin góð svo",búið,"."" Atli svarar: ""Eg býð þér tíu menn vel búna og far aftur og legg eigi menn",(ljosvetn),1220
No,,NULL,svo búið,það og eigi ráðlegt. Mun þeim eigi þykja þungt falla að svo,búnu,"."" Eyjólfur mælti: ""Hvað leggur þú til?"" Oddi mælti: ""Ríðum hart fram að ánni",(ljosvetn),1220
No,,NULL,svo búið,er mér um farið síðan eg fór norðan að eigi komi eg þar svo,búið,. Þorsteinn heitir maður og er kallaður drafli. Hann býr á Draflastöðum. Hann,(ljosvetn),1220
